bus_voltage,current_draw,power_consumption,mcu_core_temp,heartbeat_signal,uart_packets_received,crc_error_count,uart_timeout,fault
4.958232697375077,0.48798457932365336,2.41954109701736,25.424665313963693,1,96,1,0,0
5.007529730059395,0.5803625342158577,2.9061826442985206,22.83177337453009,1,99,0,0,0
4.967017960555815,0.5329094689464646,2.6469709036073508,28.29764797179764,1,0,1,1,3
4.966123904940054,0.4196734517370521,2.0841503609400807,21.67395261815269,1,97,0,0,0
4.908910365349385,0.827068944216288,4.0600073131219085,46.69735641974718,1,98,1,0,2
4.96038321280855,0.5491722048563547,2.7241045859105193,38.605620607834396,1,99,0,0,0
4.994567723426577,0.43119153551294126,2.153615325887681,35.991028447443206,1,99,1,0,0
4.999970932016214,0.49690362085578227,2.484503660292517,28.58258888409614,1,98,0,0,0
4.998016647181783,0.49218078464221693,2.459927755064792,28.252496581205435,1,98,1,0,0
5.049066985338043,0.4181873110142923,2.1114557457295553,24.42803718584142,1,96,0,0,0
5.02220795246663,0.5719099978194773,2.8722509391441515,31.929585863804295,1,96,1,0,0
5.01782970481537,0.4060596091980728,2.0375379689598105,30.23862494019155,1,97,0,0,0
5.003544703489206,0.5964086386599348,2.9841572850821243,33.91750913727345,1,97,0,0,0
4.997719349575535,0.43508036381248927,2.1744095528460408,40.39669913110998,1,98,0,0,0
5.028119224493337,0.4119537625666883,2.071352633163929,41.18250434374524,1,98,0,0,0
5.00590472685021,0.5466331339009631,2.7363933888477754,25.67387870840442,1,96,0,0,0
4.96186872273117,0.5034520629786725,2.4980630446883585,33.061885882691165,1,95,0,0,0
4.975961866706303,0.42632033619382587,2.1213537359018884,48.91338665991369,1,99,0,0,0
4.973569036958759,0.5940540640257718,2.9545688991180947,27.946905004145446,1,96,16,0,4
5.017498368001075,0.5285940234641593,2.652219650066541,28.39710541208124,1,96,1,0,0
4.994787565586354,0.5972738209920363,2.983255854341273,30.594200836707493,1,96,1,0,0
5.010290264784049,0.44988724512442274,2.2540656844974105,30.57186135150094,1,98,1,0,0
4.95194560917742,0.5442830021409371,2.6952598226017175,46.139597943557455,1,98,0,0,0
4.99130111126488,0.5426093572458415,2.7083266878038907,37.7098988241129,0,98,1,0,1
4.953042815228676,0.41436266459548277,2.0523560187736654,28.877641764131766,1,99,0,0,0
4.974767922437167,0.41691988328885377,2.074079661611637,26.3975114157307,1,96,0,0,0
4.967542505311436,0.5990868638186974,2.975989460393103,44.576896125850325,1,95,0,0,0
5.005127359638304,0.5591223770654138,2.7984787068361068,27.08313790146297,1,95,6,0,4
4.954887968812184,0.4398327481921058,2.179321992306664,49.698550474477265,1,96,1,0,0
4.96801412973704,0.5333532149548971,2.6497063080366052,27.210770404530493,1,98,0,0,0
4.990070085665836,0.585144627905692,2.9199127035002603,45.2507982366202,1,95,1,0,0
5.023844963761007,0.5246641914177851,2.6358315557199807,32.736392459836864,0,97,0,0,1
4.971505678320394,0.4395830480611162,2.185389619529226,39.234128390954936,1,96,1,0,0
5.003774671317347,0.5000935526337181,2.5023554519577074,41.577639439755984,1,99,0,0,0
4.825330204093305,0.971889733733461,4.689688887232269,20.582369150586743,1,99,0,0,2
5.042469277094648,0.5650678036085273,2.8493370391713513,27.316435619493703,1,99,0,0,0
4.968047040822752,0.5619087132466009,2.7915889200572956,33.633210799144635,1,99,1,0,0
4.987839761413107,0.5819049002943545,2.902448399049311,29.52763640681916,1,98,1,0,0
4.96596839919902,0.5770345928838589,2.8655355535059153,40.04538345108651,1,99,0,0,0
5.036404499619368,0.46597426274994025,2.3468348736206166,48.95502879397681,1,96,10,0,4
5.024787289627363,0.5742244490843528,2.8853557131523306,35.58302002002348,1,99,1,0,0
4.976977171942862,0.4616160954691376,2.297452769351295,46.25013596939896,1,95,1,0,0
4.9709498981338465,0.5834215088184849,2.900159089830342,21.832953709555373,1,95,1,0,0
4.996926397577209,0.5156299932966295,2.5765651248864874,42.2614706980663,0,99,1,0,1
4.955099340490829,0.5760202621778217,2.8542376212266785,47.69542190272881,1,97,0,0,0
5.0482071736473655,0.43918431162796506,2.2170933925136733,41.91862119117016,1,96,1,0,0
5.008188313000228,0.5228767586331018,2.6186652717257415,32.670026704170795,1,98,0,0,0
5.027528944955008,0.5434266413099269,2.7320931686453402,25.808956100695852,1,97,0,0,0
4.9915055173918015,0.5869031418972903,2.929530270954908,49.69073481611828,1,96,1,0,0
4.953233845920559,0.5083298425578282,2.517876581048904,26.58289988473713,1,96,0,0,0
4.998146190133961,0.5869022874634308,2.9334234320662533,34.35486543502687,1,98,1,0,0
5.049120108726527,0.4477624579392068,2.260806430313665,22.540555226381343,1,95,1,0,0
4.988753381557395,0.42728516185663534,2.1316202961015884,31.121956874964873,1,0,0,1,3
5.034480688422131,0.40416755669593457,2.0347737590724395,38.04538467059538,1,98,1,0,0
4.957946327392918,0.4811578428699859,2.3855547599535454,33.72206744204704,1,95,0,0,0
5.023731203955363,0.497011495590799,2.4968521591240203,39.92479349374034,1,97,1,0,0
5.043280731220773,0.42569724549821897,2.1469107155549265,32.06925207014533,1,96,0,0,0
4.989114622861077,0.5637367962844251,2.8125474937874815,27.03366686502994,1,98,1,0,0
4.987460521998109,0.47187751042106846,2.3534704544438303,35.7783547548209,1,95,0,0,0
4.95884352885673,0.578187019972909,2.867138962461617,33.86900189910319,1,95,0,0,0
4.979382763328752,0.43239360421431267,2.153053259798343,44.24631723861552,1,99,0,0,0
4.9565727184472115,0.540546631577786,2.6792586871269903,46.064231447556324,1,96,0,0,0
5.021237057916595,0.4063828599156523,2.040544675910602,32.2836661404388,1,95,0,0,0
5.012244517772001,0.49125801670536295,2.462305301043002,21.672445749463687,1,99,1,0,0
4.972203029724824,0.48169647997852927,2.3950926971570263,29.755211805645384,1,97,0,0,0
4.965043142692983,0.4378628465695111,2.174007923799981,48.99920464221372,1,98,1,0,0
5.046930112468718,0.49863342975837566,2.5165680717311014,34.453159736222304,1,95,1,0,0
4.976455249275204,0.5136940276470242,2.556375340405355,24.887837747495745,1,95,0,0,0
4.984604870522994,0.4497786505966204,2.241968852421174,48.393445872946884,1,98,0,0,0
5.026777631347384,0.5300618131672069,2.664502865660352,31.194529223928065,1,99,1,0,0
5.047889617789855,0.4245621327851701,2.143142782192978,22.596068990352563,1,95,0,0,0
4.872186601799596,0.8090048614694322,3.941622646842106,35.417762193939986,1,96,1,0,2
4.891107292359502,0.9622357466001611,4.706398277165038,39.6071893426836,1,99,0,0,2
5.01438092632273,0.556268491323571,2.7893421128072355,37.05424404372996,1,0,0,1,3
4.967529265187836,0.5990262162819451,2.9756802599953005,44.59488982923139,1,97,0,0,0
4.964319734394222,0.421254947223634,2.0912442477134827,30.789810092706894,1,96,0,0,0
5.0338200238589685,0.5131019933588907,2.5828630884519357,29.313540621183215,1,96,0,0,0
4.986621153280549,0.5958253682165233,2.971155384809687,36.2899639174217,1,98,1,0,0
4.995680226090156,0.5954513700118566,2.9746846347665246,43.45886929087348,1,99,0,0,0
5.030230429210154,0.4238231165991299,2.1319279377196265,37.86679205062029,1,95,1,0,0
4.960488500759827,0.45886553370077754,2.276197203317728,48.51090431376398,1,96,0,0,0
5.040385485316767,0.42060794368937127,2.120026174380839,20.871674991007655,1,95,0,0,0
5.047931431860531,0.5238751094192853,2.644485631206985,26.298135921139302,1,96,0,0,0
5.041597696498704,0.5508826530616273,2.777328714716595,23.890355182263516,1,96,0,0,0
